"date","country","confirmed","death","recovered","active"
2020-02-20,"Russia",2,0,2,0
2020-02-20,"Singapore",84,0,34,50
2020-02-20,"South Korea",104,1,16,87
2020-02-20,"Spain",2,0,2,0
2020-02-20,"Sri Lanka",1,0,1,0
2020-02-20,"Sweden",1,0,0,1
2020-02-20,"Taiwan",24,1,2,21
2020-02-20,"Thailand",35,0,15,20
2020-02-20,"UK",9,0,8,1
2020-02-20,"United Arab Emirates",9,0,4,5
2020-02-20,"US",15,0,3,12
2020-02-20,"Vietnam",16,0,7,9
2020-02-21,"Australia",19,0,11,8
2020-02-21,"Belgium",1,0,1,0
2020-02-21,"Cambodia",1,0,1,0
2020-02-21,"Canada",9,0,3,6
2020-02-21,"China",75550,2238,18704,54608
2020-02-21,"Egypt",1,0,0,1
2020-02-21,"Finland",1,0,1,0
2020-02-21,"France",12,1,4,7
2020-02-21,"Germany",16,0,14,2
2020-02-21,"India",3,0,3,0
2020-02-21,"Iran",18,4,0,14
2020-02-21,"Israel",1,0,0,1
2020-02-21,"Italy",20,1,0,19
2020-02-21,"Japan",105,1,22,82
2020-02-21,"Lebanon",1,0,0,1
2020-02-21,"Malaysia",22,0,15,7
2020-02-21,"Nepal",1,0,1,0
2020-02-21,"Others",634,2,1,631
2020-02-21,"Philippines",3,1,1,1
2020-02-21,"Russia",2,0,2,0
2020-02-21,"Singapore",85,0,37,48
2020-02-21,"South Korea",204,2,16,186
2020-02-21,"Spain",2,0,2,0
2020-02-21,"Sri Lanka",1,0,1,0
2020-02-21,"Sweden",1,0,0,1
2020-02-21,"Taiwan",26,1,2,23
2020-02-21,"Thailand",35,0,17,18
2020-02-21,"UK",9,0,8,1
2020-02-21,"United Arab Emirates",9,0,4,5
2020-02-21,"US",35,0,5,30
2020-02-21,"Vietnam",16,0,14,2
2020-02-22,"Australia",22,0,11,11
2020-02-22,"Belgium",1,0,1,0
2020-02-22,"Cambodia",1,0,1,0
2020-02-22,"Canada",9,0,3,6
2020-02-22,"China",77001,2443,22699,51859
2020-02-22,"Egypt",1,0,0,1
2020-02-22,"Finland",1,0,1,0
2020-02-22,"France",12,1,4,7
2020-02-22,"Germany",16,0,14,2
2020-02-22,"India",3,0,3,0
2020-02-22,"Iran",28,5,0,23
2020-02-22,"Israel",1,0,0,1
2020-02-22,"Italy",62,2,1,59
2020-02-22,"Japan",122,1,22,99
2020-02-22,"Lebanon",1,0,0,1
2020-02-22,"Malaysia",22,0,15,7
2020-02-22,"Nepal",1,0,1,0
2020-02-22,"Others",634,2,1,631
2020-02-22,"Philippines",3,1,1,1
2020-02-22,"Russia",2,0,2,0
2020-02-22,"Singapore",85,0,37,48
2020-02-22,"South Korea",433,2,16,415
2020-02-22,"Spain",2,0,2,0
2020-02-22,"Sri Lanka",1,0,1,0
2020-02-22,"Sweden",1,0,0,1
2020-02-22,"Taiwan",26,1,2,23
2020-02-22,"Thailand",35,0,17,18
2020-02-22,"UK",9,0,8,1
2020-02-22,"United Arab Emirates",13,0,4,9
2020-02-22,"US",35,0,5,30
2020-02-22,"Vietnam",16,0,14,2
2020-02-23,"Australia",22,0,11,11
2020-02-23,"Belgium",1,0,1,0
2020-02-23,"Cambodia",1,0,1,0
2020-02-23,"Canada",9,0,3,6
2020-02-23,"China",77022,2445,23187,51390
2020-02-23,"Egypt",1,0,0,1
2020-02-23,"Finland",1,0,1,0
2020-02-23,"France",12,1,4,7
2020-02-23,"Germany",16,0,14,2
2020-02-23,"India",3,0,3,0
2020-02-23,"Iran",43,8,0,35
2020-02-23,"Iraq",0,0,0,0
2020-02-23,"Israel",1,0,0,1
2020-02-23,"Italy",155,3,2,150
2020-02-23,"Japan",147,1,22,124
2020-02-23,"Lebanon",1,0,0,1
2020-02-23,"Malaysia",22,0,15,7
2020-02-23,"Nepal",1,0,1,0
2020-02-23,"Others",691,3,0,688
2020-02-23,"Philippines",3,1,1,1
2020-02-23,"Russia",2,0,2,0
2020-02-23,"Singapore",89,0,51,38
2020-02-23,"South Korea",602,6,18,578
2020-02-23,"Spain",2,0,2,0
2020-02-23,"Sri Lanka",1,0,1,0
2020-02-23,"Sweden",1,0,0,1
2020-02-23,"Taiwan",28,1,2,25
2020-02-23,"Thailand",35,0,21,14
2020-02-23,"UK",9,0,8,1
2020-02-23,"United Arab Emirates",13,0,4,9
2020-02-23,"US",35,0,5,30
2020-02-23,"Vietnam",16,0,14,2
2020-02-24,"Afghanistan",1,0,0,1
2020-02-24,"Australia",22,0,11,11
2020-02-24,"Bahrain",1,0,0,1
2020-02-24,"Belgium",1,0,1,0
2020-02-24,"Cambodia",1,0,1,0
2020-02-24,"Canada",10,0,3,7
2020-02-24,"China",77241,2595,25015,49631
2020-02-24,"Egypt",1,0,0,1
2020-02-24,"Finland",1,0,1,0
2020-02-24,"France",12,1,4,7
2020-02-24,"Germany",16,0,14,2
2020-02-24,"India",3,0,3,0
2020-02-24,"Iran",61,12,0,49
2020-02-24,"Iraq",1,0,0,1
2020-02-24,"Israel",1,0,0,1
2020-02-24,"Italy",229,7,1,221
2020-02-24,"Japan",159,1,22,136
2020-02-24,"Kuwait",1,0,0,1
2020-02-24,"Lebanon",1,0,0,1
2020-02-24,"Malaysia",22,0,18,4
2020-02-24,"Nepal",1,0,1,0
2020-02-24,"Oman",2,0,0,2
2020-02-24,"Others",691,3,0,688
2020-02-24,"Philippines",3,1,1,1
2020-02-24,"Russia",2,0,2,0
2020-02-24,"Singapore",89,0,51,38
2020-02-24,"South Korea",833,8,18,807
2020-02-24,"Spain",2,0,2,0
2020-02-24,"Sri Lanka",1,0,1,0
2020-02-24,"Sweden",1,0,0,1
2020-02-24,"Taiwan",30,1,5,24
2020-02-24,"Thailand",35,0,21,14
2020-02-24,"UK",13,0,8,5
2020-02-24,"United Arab Emirates",13,0,4,9
2020-02-24,"US",53,0,5,48
2020-02-24,"Vietnam",16,0,14,2
2020-02-25,"Afghanistan",1,0,0,1
2020-02-25,"Algeria",1,0,0,1
2020-02-25,"Australia",22,0,11,11
2020-02-25,"Austria",2,0,0,2
2020-02-25,"Bahrain",23,0,0,23
2020-02-25,"Belgium",1,0,1,0
2020-02-25,"Cambodia",1,0,1,0
2020-02-25,"Canada",11,0,3,8
2020-02-25,"China",77754,2665,27676,47413
2020-02-25,"Croatia",1,0,0,1
2020-02-25,"Egypt",1,0,0,1
2020-02-25,"Finland",1,0,1,0
2020-02-25,"France",14,1,11,2
2020-02-25,"Germany",17,0,14,3
2020-02-25,"India",3,0,3,0
2020-02-25,"Iran",95,16,0,79
2020-02-25,"Iraq",1,0,0,1
2020-02-25,"Israel",1,0,0,1
2020-02-25,"Italy",322,10,1,311
2020-02-25,"Japan",170,1,22,147
2020-02-25,"Kuwait",11,0,0,11
2020-02-25,"Lebanon",1,0,0,1
2020-02-25,"Malaysia",22,0,18,4
2020-02-25,"Nepal",1,0,1,0
2020-02-25,"Oman",2,0,0,2
2020-02-25,"Others",691,3,0,688
2020-02-25,"Philippines",3,1,1,1
2020-02-25,"Russia",2,0,2,0
2020-02-25,"Singapore",91,0,53,38
2020-02-25,"South Korea",977,10,22,945
2020-02-25,"Spain",6,0,2,4
2020-02-25,"Sri Lanka",1,0,1,0
2020-02-25,"Sweden",1,0,0,1
2020-02-25,"Switzerland",1,0,0,1
2020-02-25,"Taiwan",31,1,5,25
2020-02-25,"Thailand",37,0,22,15
2020-02-25,"UK",13,0,8,5
2020-02-25,"United Arab Emirates",13,0,4,9
2020-02-25,"US",53,0,6,47
2020-02-25,"Vietnam",16,0,16,0
2020-02-26,"Afghanistan",1,0,0,1
2020-02-26,"Algeria",1,0,0,1
2020-02-26,"Australia",22,0,11,11
2020-02-26,"Austria",2,0,0,2
2020-02-26,"Bahrain",33,0,0,33
2020-02-26,"Belgium",1,0,1,0
2020-02-26,"Brazil",1,0,0,1
2020-02-26,"Cambodia",1,0,1,0
2020-02-26,"Canada",11,0,3,8
2020-02-26,"China",78166,2717,30084,45365
2020-02-26,"Croatia",3,0,0,3
2020-02-26,"Egypt",1,0,0,1
2020-02-26,"Finland",2,0,1,1
2020-02-26,"France",18,2,11,5
2020-02-26,"Georgia",1,0,0,1
2020-02-26,"Germany",27,0,15,12
2020-02-26,"Greece",1,0,0,1
2020-02-26,"India",3,0,3,0
2020-02-26,"Iran",139,19,49,71
2020-02-26,"Iraq",5,0,0,5
2020-02-26,"Israel",2,0,0,2
2020-02-26,"Italy",400,12,3,385
2020-02-26,"Japan",189,2,22,165
2020-02-26,"Kuwait",26,0,0,26
2020-02-26,"Lebanon",2,0,0,2
2020-02-26,"Malaysia",22,0,18,4
2020-02-26,"Nepal",1,0,1,0
2020-02-26,"North Macedonia",1,0,0,1
2020-02-26,"Norway",1,0,0,1
2020-02-26,"Oman",4,0,0,4
2020-02-26,"Others",705,4,10,691
2020-02-26,"Pakistan",2,0,0,2
2020-02-26,"Philippines",3,1,1,1
2020-02-26,"Romania",1,0,0,1
2020-02-26,"Russia",2,0,2,0
2020-02-26,"Singapore",93,0,62,31
2020-02-26,"South Korea",1261,12,22,1227
2020-02-26,"Spain",13,0,2,11
2020-02-26,"Sri Lanka",1,0,1,0
2020-02-26,"Sweden",2,0,0,2
2020-02-26,"Switzerland",1,0,0,1
2020-02-26,"Taiwan",32,1,5,26
2020-02-26,"Thailand",40,0,22,18
2020-02-26,"UK",13,0,8,5
2020-02-26,"United Arab Emirates",13,0,4,9
2020-02-26,"US",59,0,6,53
2020-02-26,"Vietnam",16,0,16,0
2020-02-27,"Afghanistan",1,0,0,1
2020-02-27,"Algeria",1,0,0,1
2020-02-27,"Australia",23,0,11,12
2020-02-27,"Austria",3,0,0,3
2020-02-27,"Bahrain",33,0,0,33
2020-02-27,"Belgium",1,0,1,0
2020-02-27,"Brazil",1,0,0,1
2020-02-27,"Cambodia",1,0,1,0
2020-02-27,"Canada",13,0,6,7
2020-02-27,"China",78600,2746,32930,42924
2020-02-27,"Croatia",3,0,0,3
2020-02-27,"Denmark",1,0,0,1
2020-02-27,"Egypt",1,0,0,1
2020-02-27,"Estonia",1,0,0,1
2020-02-27,"Finland",2,0,1,1
2020-02-27,"France",38,2,11,25
2020-02-27,"Georgia",1,0,0,1
2020-02-27,"Germany",46,0,16,30
2020-02-27,"Greece",3,0,0,3
2020-02-27,"India",3,0,3,0
2020-02-27,"Iran",245,26,49,170
2020-02-27,"Iraq",7,0,0,7
2020-02-27,"Israel",3,0,1,2
2020-02-27,"Italy",650,17,45,588
2020-02-27,"Japan",214,4,22,188
2020-02-27,"Kuwait",43,0,0,43
2020-02-27,"Lebanon",2,0,0,2
2020-02-27,"Malaysia",23,0,18,5
2020-02-27,"Nepal",1,0,1,0
2020-02-27,"Netherlands",1,0,0,1
2020-02-27,"North Macedonia",1,0,0,1
2020-02-27,"Norway",1,0,0,1
2020-02-27,"Oman",4,0,0,4
2020-02-27,"Others",705,4,10,691
2020-02-27,"Pakistan",2,0,0,2
2020-02-27,"Philippines",3,1,1,1
2020-02-27,"Romania",1,0,0,1
2020-02-27,"Russia",2,0,2,0
2020-02-27,"San Marino",1,0,0,1
2020-02-27,"Singapore",93,0,62,31
2020-02-27,"South Korea",1766,13,22,1731
2020-02-27,"Spain",15,0,2,13
2020-02-27,"Sri Lanka",1,0,1,0
2020-02-27,"Sweden",7,0,0,7
2020-02-27,"Switzerland",8,0,0,8
2020-02-27,"Taiwan",32,1,5,26
2020-02-27,"Thailand",40,0,22,18
2020-02-27,"UK",15,0,8,7
2020-02-27,"United Arab Emirates",13,0,4,9
2020-02-27,"US",60,0,6,54
2020-02-27,"Vietnam",16,0,16,0
2020-02-28,"Afghanistan",1,0,0,1
2020-02-28,"Algeria",1,0,0,1
2020-02-28,"Australia",23,0,11,12
2020-02-28,"Austria",3,0,0,3
2020-02-28,"Azerbaijan",1,0,0,1
2020-02-28,"Bahrain",36,0,0,36
2020-02-28,"Belarus",1,0,0,1
2020-02-28,"Belgium",1,0,1,0
2020-02-28,"Brazil",1,0,0,1
2020-02-28,"Cambodia",1,0,1,0
2020-02-28,"Canada",14,0,6,8
2020-02-28,"China",78928,2790,36329,39809
2020-02-28,"Croatia",5,0,0,5
2020-02-28,"Denmark",1,0,0,1
2020-02-28,"Egypt",1,0,1,0
2020-02-28,"Estonia",1,0,0,1
2020-02-28,"Finland",2,0,1,1
2020-02-28,"France",57,2,11,44
2020-02-28,"Georgia",1,0,0,1
2020-02-28,"Germany",48,0,16,32
2020-02-28,"Greece",4,0,0,4
2020-02-28,"Iceland",1,0,0,1
2020-02-28,"India",3,0,3,0
2020-02-28,"Iran",388,34,73,281
2020-02-28,"Iraq",7,0,0,7
2020-02-28,"Israel",4,0,1,3
2020-02-28,"Italy",888,21,46,821
2020-02-28,"Japan",228,4,22,202
2020-02-28,"Kuwait",45,0,0,45
2020-02-28,"Lebanon",2,0,0,2
2020-02-28,"Lithuania",1,0,0,1
2020-02-28,"Malaysia",23,0,18,5
2020-02-28,"Mexico",1,0,0,1
2020-02-28,"Nepal",1,0,1,0
2020-02-28,"Netherlands",1,0,0,1
2020-02-28,"New Zealand",1,0,0,1
2020-02-28,"Nigeria",1,0,0,1
2020-02-28,"North Ireland",1,0,0,1
2020-02-28,"North Macedonia",1,0,0,1
2020-02-28,"Norway",6,0,0,6
2020-02-28,"Oman",4,0,0,4
2020-02-28,"Others",705,6,10,689
2020-02-28,"Pakistan",2,0,0,2
2020-02-28,"Philippines",3,1,1,1
2020-02-28,"Romania",3,0,0,3
2020-02-28,"Russia",2,0,2,0
2020-02-28,"San Marino",1,0,0,1
2020-02-28,"Singapore",93,0,62,31
2020-02-28,"South Korea",2337,13,22,2302
2020-02-28,"Spain",32,0,2,30
2020-02-28,"Sri Lanka",1,0,1,0
2020-02-28,"Sweden",7,0,0,7
2020-02-28,"Switzerland",8,0,0,8
2020-02-28,"Taiwan",34,1,6,27
2020-02-28,"Thailand",41,0,28,13
2020-02-28,"UK",20,0,8,12
2020-02-28,"United Arab Emirates",19,0,5,14
2020-02-28,"US",62,0,7,55
2020-02-28,"Vietnam",16,0,16,0
2020-02-29,"Afghanistan",1,0,0,1
2020-02-29,"Algeria",1,0,0,1
2020-02-29,"Australia",25,0,11,14
2020-02-29,"Austria",9,0,0,9
2020-02-29,"Bahrain",41,0,0,41
2020-02-29,"Belarus",1,0,0,1
2020-02-29,"Belgium",1,0,1,0
2020-02-29,"Brazil",2,0,0,2
2020-02-29,"Cambodia",1,0,1,0
2020-02-29,"Canada",20,0,6,14
2020-02-29,"China",79356,2837,39320,37199
2020-02-29,"Croatia",6,0,0,6
2020-02-29,"Denmark",3,0,0,3
2020-02-29,"Egypt",1,0,1,0
2020-02-29,"Estonia",1,0,0,1
2020-02-29,"Finland",3,0,1,2
2020-02-29,"France",100,2,12,86
2020-02-29,"Georgia",1,0,0,1
2020-02-29,"Germany",79,0,16,63
2020-02-29,"Greece",4,0,0,4
2020-02-29,"Iceland",1,0,0,1
2020-02-29,"India",3,0,3,0
2020-02-29,"Iran",593,43,123,427
2020-02-29,"Iraq",13,0,0,13
2020-02-29,"Ireland",1,0,0,1
2020-02-29,"Israel",7,0,1,6
2020-02-29,"Italy",1128,29,50,1049
2020-02-29,"Japan",241,5,32,204
2020-02-29,"Kuwait",45,0,0,45
2020-02-29,"Lebanon",4,0,0,4
2020-02-29,"Lithuania",1,0,0,1
2020-02-29,"Luxembourg",1,0,0,1
2020-02-29,"Malaysia",25,0,18,7
2020-02-29,"Mexico",4,0,0,4
2020-02-29,"Monaco",1,0,0,1
2020-02-29,"Nepal",1,0,1,0
2020-02-29,"Netherlands",6,0,0,6
2020-02-29,"New Zealand",1,0,0,1
2020-02-29,"Nigeria",1,0,0,1
2020-02-29,"North Macedonia",1,0,0,1
2020-02-29,"Norway",15,0,0,15
2020-02-29,"Oman",6,0,1,5
2020-02-29,"Others",705,6,10,689
2020-02-29,"Pakistan",4,0,0,4
2020-02-29,"Philippines",3,1,1,1
2020-02-29,"Qatar",1,0,0,1
2020-02-29,"Romania",3,0,0,3
2020-02-29,"Russia",2,0,2,0
2020-02-29,"San Marino",1,0,0,1
2020-02-29,"Singapore",102,0,72,30
2020-02-29,"South Korea",3150,16,27,3107
2020-02-29,"Spain",45,0,2,43
2020-02-29,"Sri Lanka",1,0,1,0
2020-02-29,"Sweden",12,0,0,12
2020-02-29,"Switzerland",18,0,0,18
2020-02-29,"Taiwan",39,1,9,29
2020-02-29,"Thailand",42,0,28,14
2020-02-29,"UK",23,0,8,15
2020-02-29,"United Arab Emirates",21,0,5,16
2020-02-29,"US",70,1,7,62
2020-02-29,"Vietnam",16,0,16,0
2020-03-01,"Afghanistan",1,0,0,1
2020-03-01,"Algeria",1,0,0,1
2020-03-01,"Armenia",1,0,0,1
2020-03-01,"Australia",27,1,11,15
2020-03-01,"Austria",14,0,0,14
2020-03-01,"Azerbaijan",3,0,0,3
2020-03-01,"Bahrain",47,0,0,47
2020-03-01,"Belarus",1,0,0,1
2020-03-01,"Belgium",2,0,1,1
2020-03-01,"Brazil",2,0,0,2
2020-03-01,"Cambodia",1,0,1,0
2020-03-01,"Canada",24,0,6,18
2020-03-01,"China",79932,2872,42162,34898
2020-03-01,"Croatia",7,0,0,7
2020-03-01,"Czech Republic",3,0,0,3
2020-03-01,"Denmark",4,0,0,4
2020-03-01,"Dominican Republic",1,0,0,1
2020-03-01,"Ecuador",6,0,0,6
2020-03-01,"Egypt",2,0,1,1
2020-03-01,"Estonia",1,0,0,1
2020-03-01,"Finland",6,0,1,5
2020-03-01,"France",130,2,12,116
2020-03-01,"Georgia",3,0,0,3
2020-03-01,"Germany",130,0,16,114
2020-03-01,"Greece",7,0,0,7
2020-03-01,"Iceland",3,0,0,3
2020-03-01,"India",3,0,3,0
2020-03-01,"Iran",978,54,175,749
2020-03-01,"Iraq",19,0,0,19
2020-03-01,"Ireland",1,0,0,1
2020-03-01,"Israel",10,0,1,9
2020-03-01,"Italy",1694,34,83,1577
2020-03-01,"Japan",256,6,32,218
2020-03-01,"Kuwait",45,0,0,45
2020-03-01,"Lebanon",10,0,0,10
2020-03-01,"Lithuania",1,0,0,1
2020-03-01,"Luxembourg",1,0,0,1
2020-03-01,"Malaysia",29,0,18,11
2020-03-01,"Mexico",5,0,0,5
2020-03-01,"Monaco",1,0,0,1
2020-03-01,"Nepal",1,0,1,0
2020-03-01,"Netherlands",10,0,0,10
2020-03-01,"New Zealand",1,0,0,1
2020-03-01,"Nigeria",1,0,0,1
2020-03-01,"North Macedonia",1,0,0,1
2020-03-01,"Norway",19,0,0,19
2020-03-01,"Oman",6,0,1,5
2020-03-01,"Others",705,6,10,689
2020-03-01,"Pakistan",4,0,0,4
2020-03-01,"Philippines",3,1,1,1
2020-03-01,"Qatar",3,0,0,3
2020-03-01,"Romania",3,0,0,3
2020-03-01,"Russia",2,0,2,0
2020-03-01,"San Marino",1,0,0,1
2020-03-01,"Singapore",106,0,72,34
2020-03-01,"South Korea",3736,17,30,3689
2020-03-01,"Spain",84,0,2,82
2020-03-01,"Sri Lanka",1,0,1,0
2020-03-01,"Sweden",14,0,0,14
2020-03-01,"Switzerland",27,0,0,27
2020-03-01,"Taiwan",40,1,9,30
2020-03-01,"Thailand",42,1,28,13
2020-03-01,"UK",36,0,8,28
2020-03-01,"United Arab Emirates",21,0,5,16
2020-03-01,"US",76,1,7,68
2020-03-01,"Vietnam",16,0,16,0
2020-03-02,"Afghanistan",1,0,0,1
2020-03-02,"Algeria",3,0,0,3
2020-03-02,"Andorra",1,0,0,1
2020-03-02,"Armenia",1,0,0,1
2020-03-02,"Australia",30,1,11,18
2020-03-02,"Austria",18,0,0,18
2020-03-02,"Azerbaijan",3,0,0,3
2020-03-02,"Bahrain",49,0,0,49
2020-03-02,"Belarus",1,0,0,1
2020-03-02,"Belgium",8,0,1,7
2020-03-02,"Brazil",2,0,0,2
2020-03-02,"Cambodia",1,0,1,0
2020-03-02,"Canada",27,0,6,21
2020-03-02,"China",80136,2914,44854,32368
2020-03-02,"Croatia",7,0,0,7
2020-03-02,"Czech Republic",3,0,0,3
2020-03-02,"Denmark",4,0,0,4
2020-03-02,"Dominican Republic",1,0,0,1
2020-03-02,"Ecuador",6,0,0,6
2020-03-02,"Egypt",2,0,1,1
2020-03-02,"Estonia",1,0,0,1
2020-03-02,"Finland",6,0,1,5
2020-03-02,"France",191,3,12,176
2020-03-02,"Georgia",3,0,0,3
2020-03-02,"Germany",159,0,16,143
2020-03-02,"Greece",7,0,0,7
2020-03-02,"Iceland",6,0,0,6
2020-03-02,"India",5,0,3,2
2020-03-02,"Indonesia",2,0,0,2
2020-03-02,"Iran",1501,66,291,1144
2020-03-02,"Iraq",26,0,0,26
2020-03-02,"Ireland",1,0,0,1
2020-03-02,"Israel",10,0,1,9
2020-03-02,"Italy",2036,52,149,1835
2020-03-02,"Japan",274,6,32,236
2020-03-02,"Kuwait",56,0,0,56
2020-03-02,"Latvia",1,0,0,1
2020-03-02,"Lebanon",13,0,0,13
2020-03-02,"Lithuania",1,0,0,1
2020-03-02,"Luxembourg",1,0,0,1
2020-03-02,"Malaysia",29,0,18,11
2020-03-02,"Mexico",5,0,0,5
2020-03-02,"Monaco",1,0,0,1
2020-03-02,"Morocco",1,0,0,1
2020-03-02,"Nepal",1,0,1,0
2020-03-02,"Netherlands",18,0,0,18
2020-03-02,"New Zealand",1,0,0,1
2020-03-02,"Nigeria",1,0,0,1
2020-03-02,"North Macedonia",1,0,0,1
2020-03-02,"Norway",25,0,0,25
2020-03-02,"Oman",6,0,1,5
2020-03-02,"Others",705,6,10,689
2020-03-02,"Pakistan",4,0,0,4
2020-03-02,"Philippines",3,1,1,1
2020-03-02,"Portugal",2,0,0,2
2020-03-02,"Qatar",3,0,0,3
2020-03-02,"Romania",3,0,0,3
2020-03-02,"Russia",3,0,2,1
2020-03-02,"San Marino",8,0,0,8
2020-03-02,"Saudi Arabia",1,0,0,1
2020-03-02,"Senegal",1,0,0,1
2020-03-02,"Singapore",108,0,78,30
2020-03-02,"South Korea",4335,28,30,4277
2020-03-02,"Spain",120,0,2,118
2020-03-02,"Sri Lanka",1,0,1,0
2020-03-02,"Sweden",15,0,0,15
2020-03-02,"Switzerland",42,0,0,42
2020-03-02,"Taiwan",41,1,12,28
2020-03-02,"Thailand",43,1,31,11
2020-03-02,"UK",40,0,8,32
2020-03-02,"United Arab Emirates",21,0,5,16
2020-03-02,"US",101,6,7,88
2020-03-02,"Vietnam",16,0,16,0
2020-03-03,"Afghanistan",1,0,0,1
2020-03-03,"Algeria",5,0,0,5
2020-03-03,"Andorra",1,0,0,1
2020-03-03,"Argentina",1,0,0,1
2020-03-03,"Armenia",1,0,0,1
2020-03-03,"Australia",39,1,11,27
2020-03-03,"Austria",21,0,0,21
2020-03-03,"Azerbaijan",3,0,0,3
2020-03-03,"Bahrain",49,0,0,49
2020-03-03,"Belarus",1,0,0,1
2020-03-03,"Belgium",13,0,1,12
2020-03-03,"Brazil",2,0,0,2
2020-03-03,"Cambodia",1,0,1,0
2020-03-03,"Canada",30,0,6,24
2020-03-03,"Chile",1,0,0,1
2020-03-03,"China",80261,2947,47450,29864
2020-03-03,"Croatia",9,0,0,9
2020-03-03,"Czech Republic",5,0,0,5
2020-03-03,"Denmark",6,0,0,6
2020-03-03,"Dominican Republic",1,0,0,1
2020-03-03,"Ecuador",7,0,0,7
2020-03-03,"Egypt",2,0,1,1
2020-03-03,"Estonia",2,0,0,2
2020-03-03,"Finland",6,0,1,5
2020-03-03,"France",204,4,12,188
2020-03-03,"Georgia",3,0,0,3
2020-03-03,"Germany",196,0,16,180
2020-03-03,"Greece",7,0,0,7
2020-03-03,"Iceland",11,0,0,11
2020-03-03,"India",5,0,3,2
2020-03-03,"Indonesia",2,0,0,2
2020-03-03,"Iran",2336,77,291,1968
2020-03-03,"Iraq",32,0,0,32
2020-03-03,"Ireland",2,0,0,2
2020-03-03,"Israel",12,0,1,11
2020-03-03,"Italy",2502,79,160,2263
2020-03-03,"Japan",293,6,43,244
2020-03-03,"Jordan",1,0,0,1
2020-03-03,"Kuwait",56,0,0,56
2020-03-03,"Latvia",1,0,0,1
2020-03-03,"Lebanon",13,0,0,13
2020-03-03,"Lithuania",1,0,0,1
2020-03-03,"Luxembourg",1,0,0,1
2020-03-03,"Malaysia",36,0,22,14
2020-03-03,"Mexico",5,0,1,4
2020-03-03,"Monaco",1,0,0,1
2020-03-03,"Morocco",1,0,0,1
2020-03-03,"Nepal",1,0,1,0
2020-03-03,"Netherlands",24,0,0,24
2020-03-03,"New Zealand",1,0,0,1
2020-03-03,"Nigeria",1,0,0,1
2020-03-03,"North Macedonia",1,0,0,1
2020-03-03,"Norway",32,0,0,32
2020-03-03,"Oman",12,0,2,10
2020-03-03,"Others",706,6,10,690
2020-03-03,"Pakistan",5,0,0,5
2020-03-03,"Philippines",3,1,1,1
2020-03-03,"Portugal",2,0,0,2
2020-03-03,"Qatar",7,0,0,7
2020-03-03,"Romania",3,0,0,3
2020-03-03,"Russia",3,0,2,1
2020-03-03,"San Marino",10,1,0,9
2020-03-03,"Saudi Arabia",1,0,0,1
2020-03-03,"Senegal",2,0,0,2
2020-03-03,"Singapore",110,0,78,32
2020-03-03,"South Korea",5186,28,30,5128
2020-03-03,"Spain",165,1,2,162
2020-03-03,"Sri Lanka",1,0,1,0
2020-03-03,"Sweden",21,0,0,21
2020-03-03,"Switzerland",56,0,2,54
2020-03-03,"Taiwan",42,1,12,29
2020-03-03,"Thailand",43,1,31,11
2020-03-03,"UK",51,0,8,43
2020-03-03,"Ukraine",1,0,0,1
2020-03-03,"United Arab Emirates",27,0,5,22
2020-03-03,"US",122,7,8,107
2020-03-03,"Vietnam",16,0,16,0
2020-03-04,"Afghanistan",1,0,0,1
2020-03-04,"Algeria",12,0,0,12
2020-03-04,"Andorra",1,0,0,1
2020-03-04,"Argentina",1,0,0,1
2020-03-04,"Armenia",1,0,0,1
2020-03-04,"Australia",52,2,11,39
2020-03-04,"Austria",29,0,0,29
2020-03-04,"Azerbaijan",3,0,0,3
2020-03-04,"Bahrain",52,0,0,52
2020-03-04,"Belarus",6,0,0,6
2020-03-04,"Belgium",23,0,1,22
2020-03-04,"Brazil",4,0,0,4
2020-03-04,"Cambodia",1,0,1,0
2020-03-04,"Canada",33,0,6,27
2020-03-04,"Chile",1,0,0,1
2020-03-04,"China",80386,2983,50001,27402
2020-03-04,"Croatia",10,0,0,10
2020-03-04,"Czech Republic",8,0,0,8
2020-03-04,"Denmark",10,0,0,10
2020-03-04,"Dominican Republic",1,0,0,1
2020-03-04,"Ecuador",10,0,0,10
2020-03-04,"Egypt",2,0,1,1
2020-03-04,"Estonia",2,0,0,2
2020-03-04,"Faroe Islands",1,0,0,1
2020-03-04,"Finland",6,0,1,5
2020-03-04,"France",285,4,12,269
2020-03-04,"Georgia",3,0,0,3
2020-03-04,"Germany",262,0,16,246
2020-03-04,"Gibraltar",1,0,0,1
2020-03-04,"Greece",9,0,0,9
2020-03-04,"Hungary",2,0,0,2
2020-03-04,"Iceland",26,0,0,26
2020-03-04,"India",28,0,3,25
2020-03-04,"Indonesia",2,0,0,2
2020-03-04,"Iran",2922,92,552,2278
2020-03-04,"Iraq",35,2,0,33
2020-03-04,"Ireland",6,0,0,6
2020-03-04,"Israel",15,0,1,14
2020-03-04,"Italy",3089,107,276,2706
2020-03-04,"Japan",331,6,43,282
2020-03-04,"Jordan",1,0,0,1
2020-03-04,"Kuwait",56,0,0,56
2020-03-04,"Latvia",1,0,0,1
2020-03-04,"Lebanon",13,0,1,12
2020-03-04,"Liechtenstein",1,0,0,1
2020-03-04,"Lithuania",1,0,0,1
2020-03-04,"Luxembourg",1,0,0,1
2020-03-04,"Malaysia",50,0,22,28
